accession,entry_type,database,primary_id,secondary_id,isoform
A0A0G2KC70,TrEMBL,Ensembl,ENSDART00000165772.2,ENSDARP00000129876.2,
A0A0G2KC70,TrEMBL,ZFIN,ZDB-GENE-030131-8142,ppp4r3b,
A0A0G2KC74,TrEMBL,Ensembl,ENSDART00000161114.2,ENSDARP00000129880.2,
A0A0G2KC81,TrEMBL,Ensembl,ENSDART00000172189.2,ENSDARP00000129889.2,
A0A0G2KC81,TrEMBL,ZFIN,ZDB-GENE-050302-4,fkbp6,
A0A0G2KC93,TrEMBL,Ensembl,ENSDART00000168322.2,ENSDARP00000129901.2,
A0A0G2KC93,TrEMBL,ZFIN,ZDB-GENE-111019-2,tiam2b,
A0A0G2KCB7,TrEMBL,Ensembl,ENSDART00000171012.2,ENSDARP00000129925.2,
A0A0G2KCB7,TrEMBL,Ensembl,ENSDART00000185798.1,ENSDARP00000146208.1,
A0A0G2KCB7,TrEMBL,Ensembl,ENSDART00000192409.1,ENSDARP00000152258.1,
A0A0G2KCB7,TrEMBL,Ensembl,ENSDART00000192933.1,ENSDARP00000153268.1,
A0A0G2KCJ9,TrEMBL,Ensembl,ENSDART00000162645.2,ENSDARP00000130008.1,
A0A0G2KCK2,TrEMBL,Ensembl,ENSDART00000169373.2,ENSDARP00000130011.2,
A0A0G2KCK2,TrEMBL,ZFIN,ZDB-GENE-080220-2,zgc:172128,
A0A0G2KCK6,TrEMBL,Ensembl,ENSDART00000171317.2,ENSDARP00000130015.2,
A0A0G2KCM8,TrEMBL,Ensembl,ENSDART00000166883.2,ENSDARP00000130037.2,
A0A0G2KCM8,TrEMBL,ZFIN,ZDB-GENE-110411-270,ccdc171,
A0A0G2KCN0,TrEMBL,Ensembl,ENSDART00000159507.2,ENSDARP00000130040.1,
A0A0G2KCN9,TrEMBL,Ensembl,ENSDART00000168138.2,ENSDARP00000130049.1,
A0A0G2KCN9,TrEMBL,ZFIN,ZDB-GENE-010501-6,ehmt2,
A0A0G2KCQ2,TrEMBL,Ensembl,ENSDART00000174312.2,ENSDARP00000143182.1,
A0A0G2KCR1,TrEMBL,Ensembl,ENSDART00000170308.3,ENSDARP00000130071.1,
A0A0G2KCR2,TrEMBL,Ensembl,ENSDART00000170103.2,ENSDARP00000130072.1,
A0A0G2KCR2,TrEMBL,ZFIN,ZDB-GENE-160503-1,col28a1b,
A0A0G2KCT7,TrEMBL,Ensembl,ENSDART00000166754.2,ENSDARP00000130097.1,
A0A0G2KCU5,TrEMBL,Ensembl,ENSDART00000169177.2,ENSDARP00000130105.2,
A0A0G2KCU5,TrEMBL,RefSeq,XP_017206921.1,XM_017351432.1,
A0A0G2KCU6,TrEMBL,Ensembl,ENSDART00000164799.2,ENSDARP00000130106.2,
A0A0G2KCU6,TrEMBL,ZFIN,ZDB-GENE-030131-3077,slc6a6b,
A0A0G2KCW2,TrEMBL,Ensembl,ENSDART00000166458.2,ENSDARP00000130122.2,
A0A0G2KCW6,TrEMBL,Ensembl,ENSDART00000169773.3,ENSDARP00000130126.2,
A0A0G2KCW6,TrEMBL,ZFIN,ZDB-GENE-040426-1272,ddb1,
A0A0G2KCY3,TrEMBL,Ensembl,ENSDART00000169834.3,ENSDARP00000130143.1,
A0A0G2KCY3,TrEMBL,ZFIN,ZDB-GENE-031112-8,ap3b1a,
A0A0G2KD20,TrEMBL,Ensembl,ENSDART00000159569.3,ENSDARP00000130182.2,
A0A0G2KD20,TrEMBL,ZFIN,ZDB-GENE-160114-31,htr4,
A0A0G2KD34,TrEMBL,Ensembl,ENSDART00000158652.2,ENSDARP00000130196.2,
A0A0G2KD44,TrEMBL,Ensembl,ENSDART00000167707.2,ENSDARP00000130206.2,
A0A0G2KD44,TrEMBL,ZFIN,ZDB-GENE-110914-38,znf1017,
A0A0G2KD52,TrEMBL,Ensembl,ENSDART00000162631.2,ENSDARP00000130214.1,
A0A0G2KD63,TrEMBL,Ensembl,ENSDART00000159356.2,ENSDARP00000130227.1,
A0A0G2KD64,TrEMBL,Ensembl,ENSDART00000172739.2,ENSDARP00000130228.1,
A0A0G2KD64,TrEMBL,ZFIN,ZDB-GENE-990415-41,raf1a,
A0A0G2KD98,TrEMBL,Ensembl,ENSDART00000158395.2,ENSDARP00000130262.1,
A0A0G2KD98,TrEMBL,ZFIN,ZDB-GENE-050420-170,dclk2a,
A0A0G2KDF6,TrEMBL,Ensembl,ENSDART00000166736.2,ENSDARP00000130320.1,
A0A0G2KDI2,TrEMBL,Ensembl,ENSDART00000162748.2,ENSDARP00000130348.2,
A0A0G2KDN8,TrEMBL,Ensembl,ENSDART00000158001.2,ENSDARP00000130404.2,
A0A0G2KDN8,TrEMBL,ZFIN,ZDB-GENE-110914-48,si:ch211-162i8.4,
A0A0G2KDP5,TrEMBL,Ensembl,ENSDART00000158905.2,ENSDARP00000130411.1,
A0A0G2KDQ3,TrEMBL,Ensembl,ENSDART00000163654.2,ENSDARP00000130419.2,
A0A0G2KDQ3,TrEMBL,Ensembl,ENSDART00000181452.1,ENSDARP00000152253.1,
A0A0G2KDQ3,TrEMBL,Ensembl,ENSDART00000187212.1,ENSDARP00000151271.1,
A0A0G2KDQ3,TrEMBL,ZFIN,ZDB-GENE-050208-697,si:dkey-21e2.12,
A0A0G2KDQ8,TrEMBL,Ensembl,ENSDART00000157408.2,ENSDARP00000130424.1,
A0A0G2KDQ8,TrEMBL,Ensembl,ENSDART00000173628.2,ENSDARP00000142836.1,
A0A0G2KDQ8,TrEMBL,RefSeq,XP_001921059.1,XM_001921024.4,
A0A0G2KDQ8,TrEMBL,ZFIN,ZDB-GENE-160728-81,si:dkey-183c6.7,
A0A0G2KDW9,TrEMBL,Ensembl,ENSDART00000158159.2,ENSDARP00000130485.2,
A0A0G2KDW9,TrEMBL,ZFIN,ZDB-GENE-040426-2337,lrr1,
A0A0G2KDY1,TrEMBL,Ensembl,ENSDART00000170040.2,ENSDARP00000130497.1,
A0A0G2KDZ2,TrEMBL,Ensembl,ENSDART00000165001.2,ENSDARP00000130508.2,
A0A0G2KDZ2,TrEMBL,ZFIN,ZDB-GENE-061110-55,wdr48a,
A0A0G2KDZ8,TrEMBL,Ensembl,ENSDART00000171558.2,ENSDARP00000130514.2,
A0A0G2KE26,TrEMBL,Ensembl,ENSDART00000158655.2,ENSDARP00000130542.2,
A0A0G2KE28,TrEMBL,Ensembl,ENSDART00000168422.2,ENSDARP00000130544.2,
A0A0G2KE28,TrEMBL,ZFIN,ZDB-GENE-080917-44,frrs1b,
A0A0G2KE30,TrEMBL,Ensembl,ENSDART00000165832.2,ENSDARP00000130546.2,
A0A0G2KE30,TrEMBL,ZFIN,ZDB-GENE-080213-7,znf1001,
A0A0G2KE76,TrEMBL,Ensembl,ENSDART00000162891.2,ENSDARP00000130594.2,
A0A0G2KE76,TrEMBL,ZFIN,ZDB-GENE-030131-2730,hnf4b,
A0A0G2KE88,TrEMBL,Ensembl,ENSDART00000162766.2,ENSDARP00000130608.2,
A0A0G2KE94,TrEMBL,Ensembl,ENSDART00000163367.2,ENSDARP00000130615.2,
A0A0G2KE94,TrEMBL,ZFIN,ZDB-GENE-041220-3,tfr2,
A0A0G2KE99,TrEMBL,Ensembl,ENSDART00000170191.2,ENSDARP00000130620.1,
A0A0G2KEA6,TrEMBL,Ensembl,ENSDART00000162753.2,ENSDARP00000130627.1,
A0A0G2KEA8,TrEMBL,Ensembl,ENSDART00000162072.2,ENSDARP00000130629.2,
A0A0G2KEE9,TrEMBL,Ensembl,ENSDART00000172028.2,ENSDARP00000130670.1,
A0A0G2KEE9,TrEMBL,ZFIN,ZDB-GENE-060526-96,pimr58,
A0A0G2KEF2,TrEMBL,Ensembl,ENSDART00000159196.2,ENSDARP00000130673.1,
A0A0G2KEF2,TrEMBL,RefSeq,XP_005171083.1,XM_005171026.3,
A0A0G2KEF7,TrEMBL,Ensembl,ENSDART00000171749.2,ENSDARP00000130678.2,
A0A0G2KEF7,TrEMBL,ZFIN,ZDB-GENE-040426-1576,tmem150ab,
A0A0G2KEG8,TrEMBL,Ensembl,ENSDART00000165283.2,ENSDARP00000130689.2,
A0A0G2KEG8,TrEMBL,ZFIN,ZDB-GENE-110914-26,si:dkey-199m13.7,
A0A0G2KEP1,TrEMBL,Ensembl,ENSDART00000158096.2,ENSDARP00000130764.1,
A0A0G2KEQ1,TrEMBL,Ensembl,ENSDART00000168601.3,ENSDARP00000130774.1,
A0A0G2KEQ1,TrEMBL,ZFIN,ZDB-GENE-070112-432,zgc:158464,
A0A0G2KEQ7,TrEMBL,Ensembl,ENSDART00000170670.2,ENSDARP00000130780.2,
A0A0G2KEQ7,TrEMBL,ZFIN,ZDB-GENE-061130-4,cd247,
A0A0G2KER3,TrEMBL,Ensembl,ENSDART00000158145.2,ENSDARP00000130786.2,
A0A0G2KES5,TrEMBL,Ensembl,ENSDART00000162219.2,ENSDARP00000130798.2,
A0A0G2KET0,TrEMBL,Ensembl,ENSDART00000162449.2,ENSDARP00000130803.2,
A0A0G2KET0,TrEMBL,ZFIN,ZDB-GENE-110930-4,noctb,
A0A0G2KET2,TrEMBL,Ensembl,ENSDART00000159781.2,ENSDARP00000130805.2,
A0A0G2KEX1,TrEMBL,Ensembl,ENSDART00000166624.2,ENSDARP00000130845.2,
A0A0G2KEX1,TrEMBL,ZFIN,ZDB-GENE-050417-205,arf4b,
A0A0G2KF00,TrEMBL,Ensembl,ENSDART00000165682.2,ENSDARP00000130874.2,
A0A0G2KF00,TrEMBL,ZFIN,ZDB-GENE-130426-1,slitrk5a,
A0A0G2KF20,TrEMBL,Ensembl,ENSDART00000170538.2,ENSDARP00000130895.1,
A0A0G2KF42,TrEMBL,Ensembl,ENSDART00000171859.2,ENSDARP00000130917.2,
A0A0G2KF74,TrEMBL,Ensembl,ENSDART00000166284.2,ENSDARP00000130950.1,
A0A0G2KF74,TrEMBL,ZFIN,ZDB-GENE-141222-65,si:zfos-741a10.4,
A0A0G2KF81,TrEMBL,Ensembl,ENSDART00000159693.2,ENSDARP00000130957.2,
A0A0G2KF90,TrEMBL,Ensembl,ENSDART00000160770.2,ENSDARP00000130966.1,
A0A0G2KF90,TrEMBL,ZFIN,ZDB-GENE-041210-63,pimr168,
A0A0G2KFA2,TrEMBL,Ensembl,ENSDART00000171737.2,ENSDARP00000130978.1,
A0A0G2KFA2,TrEMBL,ZFIN,ZDB-GENE-040426-1441,ptpn12,
A0A0G2KFD1,TrEMBL,Ensembl,ENSDART00000171513.2,ENSDARP00000131007.2,
A0A0G2KFD1,TrEMBL,ZFIN,ZDB-GENE-050913-139,znf1015,
A0A0G2KFD2,TrEMBL,Ensembl,ENSDART00000166306.2,ENSDARP00000131008.1,
A0A0G2KFD8,TrEMBL,Ensembl,ENSDART00000131172.3,ENSDARP00000131014.2,
A0A0G2KFI6,TrEMBL,Ensembl,ENSDART00000163811.2,ENSDARP00000131063.1,
A0A0G2KFJ8,TrEMBL,Ensembl,ENSDART00000168471.2,ENSDARP00000131075.2,
A0A0G2KFJ8,TrEMBL,ZFIN,ZDB-GENE-131125-21,znf1118,
A0A0G2KFM6,TrEMBL,Ensembl,ENSDART00000167828.3,ENSDARP00000131104.1,
A0A0G2KFM6,TrEMBL,ZFIN,ZDB-GENE-040718-460,tmc6b,
A0A0G2KFN1,TrEMBL,Ensembl,ENSDART00000169775.2,ENSDARP00000131109.2,
A0A0G2KFQ0,TrEMBL,Ensembl,ENSDART00000159802.2,ENSDARP00000131129.1,
A0A0G2KFQ0,TrEMBL,RefSeq,XP_017210214.1,XM_017354725.1,
A0A0G2KFQ0,TrEMBL,RefSeq,XP_017210215.1,XM_017354726.1,
A0A0G2KFQ0,TrEMBL,RefSeq,XP_017210216.1,XM_017354727.1,
A0A0G2KFQ1,TrEMBL,Ensembl,ENSDART00000161130.2,ENSDARP00000131130.2,
A0A0G2KFQ1,TrEMBL,ZFIN,ZDB-GENE-160226-1,iqgap3,
A0A0G2KFR1,TrEMBL,Ensembl,ENSDART00000161115.2,ENSDARP00000131140.1,
A0A0G2KFS3,TrEMBL,Ensembl,ENSDART00000168633.2,ENSDARP00000131153.2,
A0A0G2KFS5,TrEMBL,Ensembl,ENSDART00000167441.2,ENSDARP00000131155.2,
A0A0G2KFV1,TrEMBL,Ensembl,ENSDART00000171380.2,ENSDARP00000131182.2,
A0A0G2KFV1,TrEMBL,ZFIN,ZDB-GENE-040624-2,top1mt,
A0A0G2KFX5,TrEMBL,Ensembl,ENSDART00000160350.2,ENSDARP00000131206.2,
A0A0G2KFY1,TrEMBL,Ensembl,ENSDART00000165763.2,ENSDARP00000131212.2,
A0A0G2KFY2,TrEMBL,Ensembl,ENSDART00000167975.2,ENSDARP00000131213.2,
A0A0G2KFY2,TrEMBL,ZFIN,ZDB-GENE-110913-173,znf1018,
A0A0G2KFY4,TrEMBL,Ensembl,ENSDART00000170775.3,ENSDARP00000131215.1,
A0A0G2KFY4,TrEMBL,Ensembl,ENSDART00000174295.2,ENSDARP00000143220.2,
A0A0G2KFY4,TrEMBL,RefSeq,XP_017210526.1,XM_017355037.1,
A0A0G2KFY4,TrEMBL,ZFIN,ZDB-GENE-050913-139,znf1015,
A0A0G2KFZ0,TrEMBL,Ensembl,ENSDART00000163663.2,ENSDARP00000131221.2,
A0A0G2KFZ0,TrEMBL,ZFIN,ZDB-GENE-110913-83,si:dkey-247i3.6,
A0A0G2KFZ1,TrEMBL,Ensembl,ENSDART00000160836.2,ENSDARP00000131222.2,
A0A0G2KFZ1,TrEMBL,ZFIN,ZDB-GENE-160114-75,parp14rs2.1,
A0A0G2KG19,TrEMBL,Ensembl,ENSDART00000168431.2,ENSDARP00000131251.2,
A0A0G2KG19,TrEMBL,Ensembl,ENSDART00000179687.1,ENSDARP00000146582.1,
A0A0G2KG19,TrEMBL,Ensembl,ENSDART00000183199.1,ENSDARP00000144646.1,
A0A0G2KG19,TrEMBL,RefSeq,XP_005169719.3,XM_005169662.3,
A0A0G2KG29,TrEMBL,Ensembl,ENSDART00000164053.2,ENSDARP00000131261.2,
A0A0G2KG29,TrEMBL,ZFIN,ZDB-GENE-110913-143,znf1021,
A0A0G2KG42,TrEMBL,Ensembl,ENSDART00000159041.1,ENSDARP00000131274.1,
A0A0G2KG56,TrEMBL,Ensembl,ENSDART00000160170.2,ENSDARP00000131289.1,
A0A0G2KG56,TrEMBL,RefSeq,XP_017209926.1,XM_017354437.1,
A0A0G2KG61,TrEMBL,Ensembl,ENSDART00000165641.2,ENSDARP00000131294.2,
A0A0G2KG61,TrEMBL,ZFIN,ZDB-GENE-130730-1,akt1,
A0A0G2KG69,TrEMBL,Ensembl,ENSDART00000157920.2,ENSDARP00000131302.2,
A0A0G2KGA4,TrEMBL,Ensembl,ENSDART00000165600.2,ENSDARP00000131339.1,
A0A0G2KGA4,TrEMBL,ZFIN,ZDB-GENE-131016-6,tbxa2r,
A0A0G2KGA9,TrEMBL,Ensembl,ENSDART00000165136.2,ENSDARP00000131344.2,
A0A0G2KGA9,TrEMBL,Ensembl,ENSDART00000185391.1,ENSDARP00000157552.1,
A0A0G2KGC4,TrEMBL,Ensembl,ENSDART00000162980.2,ENSDARP00000131359.1,
A0A0G2KGE4,TrEMBL,Ensembl,ENSDART00000158003.2,ENSDARP00000131379.2,
A0A0G2KGE4,TrEMBL,ZFIN,ZDB-GENE-120214-42,si:dkey-13n23.3,
A0A0G2KGE9,TrEMBL,Ensembl,ENSDART00000159328.2,ENSDARP00000131384.1,
A0A0G2KGH5,TrEMBL,Ensembl,ENSDART00000159151.2,ENSDARP00000131410.1,
A0A0G2KGH5,TrEMBL,ZFIN,ZDB-GENE-030131-305,si:dkey-225f5.4,
A0A0G2KGH8,TrEMBL,Ensembl,ENSDART00000168624.2,ENSDARP00000131413.1,
A0A0G2KGI2,TrEMBL,Ensembl,ENSDART00000160977.2,ENSDARP00000131417.1,
A0A0G2KGI9,TrEMBL,Ensembl,ENSDART00000163634.2,ENSDARP00000131424.2,
A0A0G2KGJ0,TrEMBL,Ensembl,ENSDART00000158788.2,ENSDARP00000131425.2,
A0A0G2KGJ0,TrEMBL,ZFIN,ZDB-GENE-041114-205,klhl12,
A0A0G2KGK2,TrEMBL,Ensembl,ENSDART00000171225.2,ENSDARP00000131437.2,
A0A0G2KGK2,TrEMBL,ZFIN,ZDB-GENE-141030-2,npr2,
A0A0G2KGL2,TrEMBL,Ensembl,ENSDART00000172235.2,ENSDARP00000131447.2,
A0A0G2KGL2,TrEMBL,ZFIN,ZDB-GENE-000616-14,gart,
A0A0G2KGM6,TrEMBL,Ensembl,ENSDART00000169370.2,ENSDARP00000131461.1,
A0A0G2KGM8,TrEMBL,Ensembl,ENSDART00000164208.2,ENSDARP00000131463.1,
A0A0G2KGM8,TrEMBL,ZFIN,ZDB-GENE-081016-2,appl2,
A0A0G2KGN6,TrEMBL,Ensembl,ENSDART00000169696.2,ENSDARP00000131471.2,
A0A0G2KGP5,TrEMBL,Ensembl,ENSDART00000159719.2,ENSDARP00000131480.2,
A0A0G2KGP5,TrEMBL,ZFIN,ZDB-GENE-100629-3,sbno2a,
A0A0G2KGP6,TrEMBL,Ensembl,ENSDART00000158019.2,ENSDARP00000131481.2,
A0A0G2KGP6,TrEMBL,ZFIN,ZDB-GENE-110913-152,znf1104,
A0A0G2KGQ1,TrEMBL,Ensembl,ENSDART00000158082.2,ENSDARP00000131486.1,
A0A0G2KGQ3,TrEMBL,Ensembl,ENSDART00000171155.2,ENSDARP00000131488.2,
A0A0G2KGQ3,TrEMBL,Ensembl,ENSDART00000173714.2,ENSDARP00000142852.1,
A0A0G2KGQ3,TrEMBL,RefSeq,XP_009301385.1,XM_009303110.2,
A0A0G2KGQ3,TrEMBL,RefSeq,XP_017212497.1,XM_017357008.1,
A0A0G2KGQ3,TrEMBL,ZFIN,ZDB-GENE-140106-78,si:dkey-19b23.13,
A0A0G2KGQ6,TrEMBL,Ensembl,ENSDART00000171288.2,ENSDARP00000131491.1,
A0A0G2KGQ6,TrEMBL,ZFIN,ZDB-GENE-141211-6,magi2b,
A0A0G2KGR9,TrEMBL,Ensembl,ENSDART00000158425.2,ENSDARP00000131504.2,
A0A0G2KGR9,TrEMBL,ZFIN,ZDB-GENE-121214-41,si:ch73-221f6.1,
A0A0G2KGS3,TrEMBL,Ensembl,ENSDART00000168606.2,ENSDARP00000131508.2,
A0A0G2KGT1,TrEMBL,Ensembl,ENSDART00000167567.3,ENSDARP00000131516.2,
A0A0G2KGT1,TrEMBL,ZFIN,ZDB-GENE-070806-2,or55a2,
A0A0G2KGT4,TrEMBL,Ensembl,ENSDART00000170414.2,ENSDARP00000131519.1,
A0A0G2KGT5,TrEMBL,Ensembl,ENSDART00000169165.2,ENSDARP00000131520.2,
A0A0G2KGV9,TrEMBL,Ensembl,ENSDART00000164763.2,ENSDARP00000131544.2,
A0A0G2KGW1,TrEMBL,Ensembl,ENSDART00000159479.2,ENSDARP00000131546.2,
A0A0G2KGW1,TrEMBL,ZFIN,ZDB-GENE-040426-969,trip10b,
A0A0G2KGX1,TrEMBL,Ensembl,ENSDART00000172734.2,ENSDARP00000131556.1,
A0A0G2KGX1,TrEMBL,ZFIN,ZDB-GENE-091204-408,si:ch73-389k6.1,
A0A0G2KGX2,TrEMBL,Ensembl,ENSDART00000162606.2,ENSDARP00000131557.2,
A0A0G2KGX2,TrEMBL,ZFIN,ZDB-GENE-120214-40,znf1139,
A0A0G2KGY3,TrEMBL,Ensembl,ENSDART00000161014.2,ENSDARP00000131569.2,
A0A0G2KGY7,TrEMBL,Ensembl,ENSDART00000160868.2,ENSDARP00000131573.1,
A0A0G2KGY7,TrEMBL,ZFIN,ZDB-GENE-121031-2,lmf1,
A0A0G2KGZ7,TrEMBL,Ensembl,ENSDART00000157698.2,ENSDARP00000131583.1,
A0A0G2KGZ7,TrEMBL,ZFIN,ZDB-GENE-030131-4497,tbc1d10aa,
A0A0G2KH37,TrEMBL,Ensembl,ENSDART00000158734.2,ENSDARP00000131623.1,
A0A0G2KH37,TrEMBL,ZFIN,ZDB-GENE-040426-1835,bace1,
A0A0G2KH39,TrEMBL,Ensembl,ENSDART00000166996.2,ENSDARP00000131625.1,
A0A0G2KH95,TrEMBL,Ensembl,ENSDART00000163880.2,ENSDARP00000131682.2,
A0A0G2KH95,TrEMBL,ZFIN,ZDB-GENE-040426-1480,psmd2,
A0A0G2KHH8,TrEMBL,Ensembl,ENSDART00000162424.2,ENSDARP00000131765.2,
A0A0G2KHJ0,TrEMBL,Ensembl,ENSDART00000162886.2,ENSDARP00000131777.1,
A0A0G2KHJ0,TrEMBL,ZFIN,ZDB-GENE-090109-2,il1rapl1b,
A0A0G2KHK1,TrEMBL,Ensembl,ENSDART00000172222.2,ENSDARP00000131788.1,
A0A0G2KHK1,TrEMBL,RefSeq,XP_009295409.1,XM_009297134.2,
A0A0G2KHK8,TrEMBL,Ensembl,ENSDART00000165339.2,ENSDARP00000131796.2,
A0A0G2KHK8,TrEMBL,ZFIN,ZDB-GENE-040426-940,cdc37,
A0A0G2KHM6,TrEMBL,Ensembl,ENSDART00000170951.2,ENSDARP00000131814.2,
A0A0G2KHM6,TrEMBL,ZFIN,ZDB-GENE-140415-2,pxdn,
A0A0G2KHN8,TrEMBL,Ensembl,ENSDART00000160883.2,ENSDARP00000131827.1,
A0A0G2KHS7,TrEMBL,Ensembl,ENSDART00000158382.2,ENSDARP00000131868.1,
A0A0G2KHT7,TrEMBL,Ensembl,ENSDART00000170398.2,ENSDARP00000131878.1,
A0A0G2KHT7,TrEMBL,ZFIN,ZDB-GENE-090821-6,grm5b,
A0A0G2KHU9,TrEMBL,Ensembl,ENSDART00000162233.2,ENSDARP00000131890.2,
A0A0G2KHX5,TrEMBL,Ensembl,ENSDART00000157671.2,ENSDARP00000131916.2,
A0A0G2KHX5,TrEMBL,ZFIN,ZDB-GENE-170627-1,gb:al911992,
A0A0G2KI12,TrEMBL,Ensembl,ENSDART00000162307.2,ENSDARP00000131953.2,
A0A0G2KI16,TrEMBL,Ensembl,ENSDART00000162199.2,ENSDARP00000131957.1,
A0A0G2KI26,TrEMBL,Ensembl,ENSDART00000159271.2,ENSDARP00000131968.1,
A0A0G2KI26,TrEMBL,ZFIN,ZDB-GENE-090929-1,fancm,
A0A0G2KI30,TrEMBL,Ensembl,ENSDART00000172604.2,ENSDARP00000131972.2,
A0A0G2KI51,TrEMBL,Ensembl,ENSDART00000164896.2,ENSDARP00000131993.1,
A0A0G2KI51,TrEMBL,ZFIN,ZDB-GENE-060119-1,lama2,
A0A0G2KI55,TrEMBL,Ensembl,ENSDART00000161072.2,ENSDARP00000131997.2,
A0A0G2KI74,TrEMBL,Ensembl,ENSDART00000160499.2,ENSDARP00000132016.2,
A0A0G2KI74,TrEMBL,ZFIN,ZDB-GENE-040426-1641,marveld3,
A0A0G2KIA0,TrEMBL,Ensembl,ENSDART00000170393.2,ENSDARP00000132042.2,
A0A0G2KIA0,TrEMBL,ZFIN,ZDB-GENE-150129-1,hdac7a,
A0A0G2KIB9,TrEMBL,Ensembl,ENSDART00000164613.2,ENSDARP00000132061.1,
A0A0G2KIF5,TrEMBL,Ensembl,ENSDART00000169624.2,ENSDARP00000132098.2,
A0A0G2KIF5,TrEMBL,ZFIN,ZDB-GENE-061215-142,dele1,
A0A0G2KIG7,TrEMBL,Ensembl,ENSDART00000170281.2,ENSDARP00000132110.2,
A0A0G2KIG7,TrEMBL,ZFIN,ZDB-GENE-061027-53,rab3gap1,
A0A0G2KIH3,TrEMBL,Ensembl,ENSDART00000170659.2,ENSDARP00000132116.2,
A0A0G2KIH3,TrEMBL,Ensembl,ENSDART00000173700.2,ENSDARP00000142921.1,
A0A0G2KIH3,TrEMBL,ZFIN,ZDB-GENE-160728-121,si:dkey-148a17.5,
A0A0G2KIJ1,TrEMBL,Ensembl,ENSDART00000158963.2,ENSDARP00000132134.2,
A0A0G2KIJ7,TrEMBL,Ensembl,ENSDART00000162560.2,ENSDARP00000132141.2,
A0A0G2KIJ7,TrEMBL,ZFIN,ZDB-GENE-110914-21,si:dkey-28i19.1,
A0A0G2KIN3,TrEMBL,Ensembl,ENSDART00000160259.2,ENSDARP00000132178.2,
A0A0G2KIP5,TrEMBL,Ensembl,ENSDART00000172527.2,ENSDARP00000132190.2,
A0A0G2KIP5,TrEMBL,ZFIN,ZDB-GENE-040426-801,sec14l1,
A0A0G2KIP8,TrEMBL,Ensembl,ENSDART00000162417.2,ENSDARP00000132193.2,
A0A0G2KIQ1,TrEMBL,Ensembl,ENSDART00000166268.2,ENSDARP00000132196.2,
A0A0G2KIS4,TrEMBL,Ensembl,ENSDART00000171836.2,ENSDARP00000132219.2,
A0A0G2KIS7,TrEMBL,Ensembl,ENSDART00000162771.2,ENSDARP00000132222.1,
A0A0G2KIS7,TrEMBL,ZFIN,ZDB-GENE-040426-1981,ubxn4,
A0A0G2KIT0,TrEMBL,Ensembl,ENSDART00000164914.2,ENSDARP00000132225.2,
A0A0G2KIT0,TrEMBL,ZFIN,ZDB-GENE-081104-434,lct,
A0A0G2KIT5,TrEMBL,Ensembl,ENSDART00000167759.2,ENSDARP00000132230.2,
A0A0G2KIT5,TrEMBL,ZFIN,ZDB-GENE-990415-138,ldb1a,
A0A0G2KIT7,TrEMBL,Ensembl,ENSDART00000167508.2,ENSDARP00000132232.1,
A0A0G2KIT7,TrEMBL,RefSeq,XP_017213797.1,XM_017358308.1,
A0A0G2KIU1,TrEMBL,Ensembl,ENSDART00000165681.2,ENSDARP00000132236.2,
A0A0G2KIU3,TrEMBL,Ensembl,ENSDART00000158530.2,ENSDARP00000132238.1,
A0A0G2KIV9,TrEMBL,Ensembl,ENSDART00000163401.2,ENSDARP00000132254.2,
A0A0G2KIV9,TrEMBL,ZFIN,ZDB-GENE-120709-17,si:dkeyp-82h4.3,
A0A0G2KIZ3,TrEMBL,Ensembl,ENSDART00000165384.2,ENSDARP00000132289.1,
A0A0G2KIZ6,TrEMBL,Ensembl,ENSDART00000167894.2,ENSDARP00000132293.2,
A0A0G2KJ00,TrEMBL,Ensembl,ENSDART00000166447.2,ENSDARP00000132297.1,
A0A0G2KJ01,TrEMBL,Ensembl,ENSDART00000158079.2,ENSDARP00000132298.2,
A0A0G2KJ01,TrEMBL,ZFIN,ZDB-GENE-120215-5,pimr205,
A0A0G2KJ05,TrEMBL,Ensembl,ENSDART00000160901.2,ENSDARP00000132302.2,
A0A0G2KJ21,TrEMBL,Ensembl,ENSDART00000165243.2,ENSDARP00000132318.2,
A0A0G2KJ33,TrEMBL,Ensembl,ENSDART00000161839.2,ENSDARP00000132331.2,
A0A0G2KJ33,TrEMBL,ZFIN,ZDB-GENE-110913-83,si:dkey-247i3.6,
A0A0G2KJ38,TrEMBL,Ensembl,ENSDART00000170698.2,ENSDARP00000132336.1,
A0A0G2KJ39,TrEMBL,Ensembl,ENSDART00000167162.2,ENSDARP00000132337.2,
A0A0G2KJA6,TrEMBL,Ensembl,ENSDART00000170190.2,ENSDARP00000132404.2,
A0A0G2KJA6,TrEMBL,ZFIN,ZDB-GENE-170530-6,nherf1b,
A0A0G2KJE9,TrEMBL,Ensembl,ENSDART00000170097.2,ENSDARP00000132448.2,
A0A0G2KJE9,TrEMBL,ZFIN,ZDB-GENE-111212-1,trpm6,
A0A0G2KJF1,TrEMBL,Ensembl,ENSDART00000157870.2,ENSDARP00000132450.2,
A0A0G2KJF1,TrEMBL,ZFIN,ZDB-GENE-040912-143,clpxa,
A0A0G2KJF7,TrEMBL,Ensembl,ENSDART00000160751.2,ENSDARP00000132456.2,
A0A0G2KJG9,TrEMBL,Ensembl,ENSDART00000163575.2,ENSDARP00000132468.2,
A0A0G2KJI4,TrEMBL,Ensembl,ENSDART00000167552.2,ENSDARP00000132484.1,
