accession	db	ensdarg
Q1LUM3	Ensembl	ENSDARG00000110065
Q6GMI7	Ensembl	ENSDARG00000026198
Q6GMI7	Ensembl	ENSDARG00000111634
Q6GMI7	Ensembl	ENSDARG00000114318
Q566N0	Ensembl	ENSDARG00000006877
Q566N0	Ensembl	ENSDARG00000110396
Q1L8X2	Ensembl	ENSDARG00000036944
A2CE83	Ensembl	ENSDARG00000095515
Q6DH42	Ensembl	ENSDARG00000070046
O73875	Ensembl	ENSDARG00000100725
O73878	Ensembl	ENSDARG00000027112
P17561	Ensembl	ENSDARG00000103498
A5WUT8	Ensembl	ENSDARG00000059846
Q2XNF5	Ensembl	ENSDARG00000055163
B0S6U7	Ensembl	ENSDARG00000059887
A2BGR3	Ensembl	ENSDARG00000002479
Q6PEH1	Ensembl	ENSDARG00000005254
Q7T2D4	Ensembl	ENSDARG00000051936
Q803I2	Ensembl	ENSDARG00000038074
Q98874	Ensembl	ENSDARG00000032866
Q58EG2	Ensembl	ENSDARG00000021991
A3QK16	Ensembl	ENSDARG00000086523
Q90257	Ensembl	ENSDARG00000094516
Q5SPR8	Ensembl	ENSDARG00000014685
A1L1G1	Ensembl	ENSDARG00000011245
A0A0R4IZ84	Ensembl	ENSDARG00000100481
Q503Y8	Ensembl	ENSDARG00000030803
Q08CB3	Ensembl	ENSDARG00000061405
A2AV37	Ensembl	ENSDARG00000051899
A2AV37	Ensembl	ENSDARG00000114148
F1Q514	Ensembl	ENSDARG00000042727
E7FC72	Ensembl	ENSDARG00000087229
Q6P0I8	Ensembl	ENSDARG00000036060
Q6P0I8	Ensembl	ENSDARG00000115735
Q5XJQ5	Ensembl	ENSDARG00000006392
Q5IGR8	Ensembl	ENSDARG00000103155
A1A5I1	Ensembl	ENSDARG00000013863
A5PN38	Ensembl	ENSDARG00000058218
Q5RFZ7	Ensembl	ENSDARG00000023952
Q08BY2	Ensembl	ENSDARG00000101733
Q1LVN1	Ensembl	ENSDARG00000068709
Q6AXJ7	Ensembl	ENSDARG00000009982
Q6DC60	Ensembl	ENSDARG00000016396
Q6TEP1	Ensembl	ENSDARG00000003320
Q9I8L5	Ensembl	ENSDARG00000038439
Q4VBT1	Ensembl	ENSDARG00000059227
Q6GQN4	Ensembl	ENSDARG00000042660
F1QN48	Ensembl	ENSDARG00000016156
Q6PBM7	Ensembl	ENSDARG00000012432
Q1LVV0	Ensembl	ENSDARG00000060830
Q1AMT3	Ensembl	ENSDARG00000019357
Q68EH8	Ensembl	ENSDARG00000070390
Q6DH69	Ensembl	ENSDARG00000008457
Q6DH69	Ensembl	ENSDARG00000112163
Q7ZYY4	Ensembl	ENSDARG00000056152
A0A2R8QFQ6	Ensembl	ENSDARG00000104806
A0A2R8RWN9	Ensembl	ENSDARG00000112841
A0A2R8RWN9	Ensembl	ENSDARG00000017230
Q6NZ03	Ensembl	ENSDARG00000111553
Q568V3	Ensembl	ENSDARG00000035326
Q568V3	Ensembl	ENSDARG00000113175
Q6P3K3	Ensembl	ENSDARG00000011055
A1A5X2	Ensembl	ENSDARG00000062251
Q6TNU4	Ensembl	ENSDARG00000011404
B0UXL7	Ensembl	ENSDARG00000012325
F1Q8X5	Ensembl	ENSDARG00000020242
A3FEM2	Ensembl	ENSDARG00000009242
Q25C93	Ensembl	ENSDARG00000010270
Q804Q5	Ensembl	ENSDARG00000070677
Q6SJP8	Ensembl	ENSDARG00000102778
Q2HXK8	Ensembl	ENSDARG00000042233
Q2HXK8	Ensembl	ENSDARG00000110602
P48802	Ensembl	ENSDARG00000101540
O57341	Ensembl	ENSDARG00000003399
Q805B2	Ensembl	ENSDARG00000039615
Q7T338	Ensembl	ENSDARG00000009657
Q90Z00	Ensembl	ENSDARG00000011027
B0V207	Ensembl	ENSDARG00000078188
A0JPF5	Ensembl	ENSDARG00000060029
A1IGX5	Ensembl	ENSDARG00000087196
A1IGX5	Ensembl	ENSDARG00000110737
Q6ZM51	Ensembl	ENSDARG00000035595
Q7SXL7	Ensembl	ENSDARG00000042642
Q98TZ8	Ensembl	ENSDARG00000004830
Q6NXC0	Ensembl	ENSDARG00000004372
Q1L867	Ensembl	ENSDARG00000035895
A1L1S5	Ensembl	ENSDARG00000015399
A2BGM5	Ensembl	ENSDARG00000010591
E7F221	Ensembl	ENSDARG00000073696
Q1LY10	Ensembl	ENSDARG00000062017
Q9YHV4	Ensembl	ENSDARG00000052846
Q9YHV4	Ensembl	ENSDARG00000113185
Q7ZZ03	Ensembl	ENSDARG00000039422
Q6DH87	Ensembl	ENSDARG00000040822
Q5F2N3	Ensembl	ENSDARG00000100322
Q08C60	Ensembl	ENSDARG00000102402
A3RK74	Ensembl	ENSDARG00000099555
A3RK75	Ensembl	ENSDARG00000061549
Q9DE25	Ensembl	ENSDARG00000091481
Q9DE24	Ensembl	ENSDARG00000055398
F1QDF8	Ensembl	ENSDARG00000101919
F1R8Z9	Ensembl	ENSDARG00000088290
B0UXS1	Ensembl	ENSDARG00000061354
C0HJJ0	Ensembl	ENSDARG00000099117
Q6EWH2	Ensembl	ENSDARG00000011370
F1RDG9	Ensembl	ENSDARG00000025319
E7F594	Ensembl	ENSDARG00000078448
Q5XJ10	Ensembl	ENSDARG00000043457
F1R332	Ensembl	ENSDARG00000020853
F1R332	Ensembl	ENSDARG00000113968
E7F7V7	Ensembl	ENSDARG00000105113
F1QCN0	Ensembl	ENSDARG00000020618
E7EZ53	Ensembl	ENSDARG00000091377
Q5SNX7	Ensembl	ENSDARG00000037064
Q71N41	Ensembl	ENSDARG00000070844
Q71N41	Ensembl	ENSDARG00000109945
A5PF44	Ensembl	ENSDARG00000060631
Q91428	Ensembl	ENSDARG00000016526
F1QAJ4	Ensembl	ENSDARG00000032704
Q7T010	Ensembl	ENSDARG00000037309
A2BHB7	Ensembl	ENSDARG00000056855
Q1L8G7	Ensembl	ENSDARG00000027612
Q6PH57	Ensembl	ENSDARG00000090454
O42248	Ensembl	ENSDARG00000041619
A0A0R4IWG9	Ensembl	ENSDARG00000101060
Q71SG7	Ensembl	ENSDARG00000035198
F1QWZ4	Ensembl	ENSDARG00000059173
P85857	Ensembl	ENSDARG00000053479
A8E7N9	Ensembl	ENSDARG00000005510
O42222	Ensembl	ENSDARG00000069133
Q6DRM0	Ensembl	ENSDARG00000074271
Q6IQE5	Ensembl	ENSDARG00000018190
Q6PBT6	Ensembl	ENSDARG00000098588
Q66I06	Ensembl	ENSDARG00000038248
A3KNL6	Ensembl	ENSDARG00000070579
Q4KME6	Ensembl	ENSDARG00000009735
Q6PC55	Ensembl	ENSDARG00000022768
E7FGY2	Ensembl	ENSDARG00000037589
Q5XJN2	Ensembl	ENSDARG00000056378
Q5XJN2	Ensembl	ENSDARG00000112359
Q5RII3	Ensembl	ENSDARG00000021975
Q6NWC9	Ensembl	ENSDARG00000068123
F1QR43	Ensembl	ENSDARG00000068981
Q66HW4	Ensembl	ENSDARG00000059354
Q6P963	Ensembl	ENSDARG00000025338
Q502D1	Ensembl	ENSDARG00000071871
O93430	Ensembl	ENSDARG00000012019
F1R8P4	Ensembl	ENSDARG00000075012.4
Q6PBM1	Ensembl	ENSDARG00000043665
A2BG43	Ensembl	ENSDARG00000061921
Q6GMK8	Ensembl	ENSDARG00000024112
A1L271	Ensembl	ENSDARG00000099685
Q6PBY0	Ensembl	ENSDARG00000055377
Q5RGJ8	Ensembl	ENSDARG00000030153
Q90X46	Ensembl	ENSDARG00000055659
Q9I918	Ensembl	ENSDARG00000042922
B0UXR0	Ensembl	ENSDARG00000074302
Q6DG38	Ensembl	ENSDARG00000016048
Q6DG38	Ensembl	ENSDARG00000116985
Q6V9Y8	Ensembl	ENSDARG00000032199
Q5U9X3	Ensembl	ENSDARG00000005371
Q5XIZ6	Ensembl	ENSDARG00000040024
B3G515	Ensembl	ENSDARG00000074661
A0A2R9YJI3	Ensembl	ENSDARG00000004592
A3KGT9	Ensembl	ENSDARG00000006491
A3KGT9	Ensembl	ENSDARG00000109952
A3KGT9	Ensembl	ENSDARG00000112415
B8JKP6	Ensembl	ENSDARG00000039196
Q6ZM86	Ensembl	ENSDARG00000095603
Q6DGJ1	Ensembl	ENSDARG00000033382
A0A2R8QF68	Ensembl	ENSDARG00000113771
Q49HM9	Ensembl	ENSDARG00000020602
Q1XHL7	Ensembl	ENSDARG00000055534
P53544	Ensembl	ENSDARG00000111184
Q1LWL6	Ensembl	ENSDARG00000062020
Q4V922	Ensembl	ENSDARG00000037390
A5PMF6	Ensembl	ENSDARG00000058270
Q568B7	Ensembl	ENSDARG00000020642
B0S8I0	Ensembl	ENSDARG00000075033
Q6DHF7	Ensembl	ENSDARG00000040300
F1R0H0	Ensembl	ENSDARG00000090820
Q6NWF1	Ensembl	ENSDARG00000036865
Q32PV0	Ensembl	ENSDARG00000001733
Q5SP46	Ensembl	ENSDARG00000022550
Q71PD7	Ensembl	ENSDARG00000068820
Q7ZUY3	Ensembl	ENSDARG00000029406
Q5BJA5	Ensembl	ENSDARG00000075482
Q5BJA5	Ensembl	ENSDARG00000091728
Q5BJA5	Ensembl	ENSDARG00000070297
Q5BJA5	Ensembl	ENSDARG00000104501
Q5BJA5	Ensembl	ENSDARG00000114180
Q6PC60	Ensembl	ENSDARG00000068996
Q6PC60	Ensembl	ENSDARG00000112150
Q4QRF4	Ensembl	ENSDARG00000068941
Q4QRF4	Ensembl	ENSDARG00000101720
Q4QRF4	Ensembl	ENSDARG00000115644
Q4QRF4	Ensembl	ENSDARG00000094154
Q4QRF4	Ensembl	ENSDARG00000105374
Q4QRF4	Ensembl	ENSDARG00000098970
Q4QRF4	Ensembl	ENSDARG00000105359
Q4QRF4	Ensembl	ENSDARG00000103819
Q4QRF4	Ensembl	ENSDARG00000105484
Q4QRF4	Ensembl	ENSDARG00000105459
Q4QRF4	Ensembl	ENSDARG00000105418
Q4QRF4	Ensembl	ENSDARG00000112647
Q4QRF4	Ensembl	ENSDARG00000114169
Q4QRF4	Ensembl	ENSDARG00000114500
Q4QRF4	Ensembl	ENSDARG00000112967
Q4QRF4	Ensembl	ENSDARG00000114370
Q4QRF4	Ensembl	ENSDARG00000112375
Q6PI20	Ensembl	ENSDARG00000033009
Q6PI20	Ensembl	ENSDARG00000068436
Q6PI20	Ensembl	ENSDARG00000045248
Q6PI20	Ensembl	ENSDARG00000020504
Q6PI20	Ensembl	ENSDARG00000068434
Q6PI20	Ensembl	ENSDARG00000111005
Q56UJ5	Ensembl	ENSDARG00000054754
A0MGZ5	Ensembl	ENSDARG00000071501
A0MGZ5	Ensembl	ENSDARG00000116688
Q800H9	Ensembl	ENSDARG00000012025
Q90474	Ensembl	ENSDARG00000010478
Q7SY06	Ensembl	ENSDARG00000016038
Q7SY06	Ensembl	ENSDARG00000112437
Q6NV04	Ensembl	ENSDARG00000017126
Q6AZB8	Ensembl	ENSDARG00000036038
E9QI36	Ensembl	ENSDARG00000003693
Q6AXL5	Ensembl	ENSDARG00000033771
Q90487	Ensembl	ENSDARG00000097011
Q90486	Ensembl	ENSDARG00000089087
Q90486	Ensembl	ENSDARG00000097238
F1QCV2	Ensembl	ENSDARG00000086458
Q1LUI2	Ensembl	ENSDARG00000034957
Q7T012	Ensembl	ENSDARG00000053934
Q1LW01	Ensembl	ENSDARG00000019122
Q6QB00	Ensembl	ENSDARG00000056400
Q9YHT4	Ensembl	ENSDARG00000038643
Q6PHG2	Ensembl	ENSDARG00000012609
Q568P9	Ensembl	ENSDARG00000018871
Q7T273	Ensembl	ENSDARG00000102175
Q8AXV6	Ensembl	ENSDARG00000070538
Q9I9L0	Ensembl	ENSDARG00000013441
Q8AXV5	Ensembl	ENSDARG00000055798
Q8AXV5	Ensembl	ENSDARG00000112770
Q90W33	Ensembl	ENSDARG00000100497
P59723	Ensembl	ENSDARG00000031915
Q568T4	Ensembl	ENSDARG00000104071
Q5PNN8	Ensembl	ENSDARG00000055365
Q06S87	Ensembl	ENSDARG00000100719
P09015	Ensembl	ENSDARG00000026599
P09015	Ensembl	ENSDARG00000115233
A8WG57	Ensembl	ENSDARG00000088740
Q8UW00	Ensembl	ENSDARG00000022295
A5PN52	Ensembl	ENSDARG00000075714
Q6NY77	Ensembl	ENSDARG00000018944
A9JTG5	Ensembl	ENSDARG00000059871
Q5TZ80	Ensembl	ENSDARG00000042946
Q8AYB8	Ensembl	ENSDARG00000089368
A2BF66	Ensembl	ENSDARG00000040254
Q7T3B2	Ensembl	ENSDARG00000026109
Q6ZM28	Ensembl	ENSDARG00000026907
O57521	Ensembl	ENSDARG00000029150
A5WWC6	Ensembl	ENSDARG00000041736
Q6P5L8	Ensembl	ENSDARG00000002523
Q5CZP2	Ensembl	ENSDARG00000013251
Q5RGE6	Ensembl	ENSDARG00000058030
Q5RGE6	Ensembl	ENSDARG00000112257
A0A0R4IBL7	Ensembl	ENSDARG00000004714.13
Q6GMI0	Ensembl	ENSDARG00000032831
A9JRB3	Ensembl	ENSDARG00000014907
E9QDC5	Ensembl	ENSDARG00000094542
Q98SI1	Ensembl	ENSDARG00000104307
Q8AWZ2	Ensembl	ENSDARG00000103862
Q9PWL5	Ensembl	ENSDARG00000103862
Q9YGT6	Ensembl	ENSDARG00000102501
Q9PWL6	Ensembl	ENSDARG00000105013
Q6W990	Ensembl	ENSDARG00000100312
P79724	Ensembl	ENSDARG00000036254
Q90423	Ensembl	ENSDARG00000112663
O42368	Ensembl	ENSDARG00000029263
P22574	Ensembl	ENSDARG00000013533
P09014	Ensembl	ENSDARG00000013057
Q8AWY9	Ensembl	ENSDARG00000056030
Q8AWZ0	Ensembl	ENSDARG00000056027
Q8JH55	Ensembl	ENSDARG00000054025
Q8JH55	Ensembl	ENSDARG00000111056
Q9PWM2	Ensembl	ENSDARG00000056023
Q1ECY2	Ensembl	ENSDARG00000056015
Q98SH9	Ensembl	ENSDARG00000070337
Q9PWM3	Ensembl	ENSDARG00000070338
Q68EH7	Ensembl	ENSDARG00000070346
Q58EL0	Ensembl	ENSDARG00000070351
Q6JIY4	Ensembl	ENSDARG00000113877
O42370	Ensembl	ENSDARG00000059280
Q9PWM6	Ensembl	ENSDARG00000059274
Q90469	Ensembl	ENSDARG00000057859
Q90470	Ensembl	ENSDARG00000059267
Q90471	Ensembl	ENSDARG00000059263
Q90472	Ensembl	ENSDARG00000059256
Q6P121	Ensembl	ENSDARG00000026762
Q7T3H9	Ensembl	ENSDARG00000030166
Q1LV17	Ensembl	ENSDARG00000005468
Q503L4	Ensembl	ENSDARG00000015765
Q9PTH3	Ensembl	ENSDARG00000052470
Q9PTH3	Ensembl	ENSDARG00000111105
Q6NYT3	Ensembl	ENSDARG00000114072
Q6NYT3	Ensembl	ENSDARG00000110793
Q5RHH4	Ensembl	ENSDARG00000041870
Q9PW80	Ensembl	ENSDARG00000010266
F1QGW6	Ensembl	ENSDARG00000008292
Q66HY7	Ensembl	ENSDARG00000005078
Q9DFS6	Ensembl	ENSDARG00000115520
Q9PW28	Ensembl	ENSDARG00000014565
Q6ZM19	Ensembl	ENSDARG00000020232
Q567Y6	Ensembl	ENSDARG00000020822
Q5PR66	Ensembl	ENSDARG00000012039
Q6IVW0	Ensembl	ENSDARG00000021022
Q6DBW0	Ensembl	ENSDARG00000056491
Q6DBW0	Ensembl	ENSDARG00000116693
Q6NZ06	Ensembl	ENSDARG00000014591
Q503E9	Ensembl	ENSDARG00000042030
Q6GMG5	Ensembl	ENSDARG00000042336
B0UXP9	Ensembl	ENSDARG00000006900
Q5RGV1	Ensembl	ENSDARG00000029524
Q6AZD4	Ensembl	ENSDARG00000004925
Q2YDR3	Ensembl	ENSDARG00000058114
Q642J4	Ensembl	ENSDARG00000043288
F1QR98	Ensembl	ENSDARG00000070360
F1QPR4	Ensembl	ENSDARG00000070404
Q6P0F9	Ensembl	ENSDARG00000091756
Q7T3H2	Ensembl	ENSDARG00000053301
Q8AV61	Ensembl	ENSDARG00000010658
Q8AV61	Ensembl	ENSDARG00000113413
Q1L899	Ensembl	ENSDARG00000026247
O73727	Ensembl	ENSDARG00000035350
O73727	Ensembl	ENSDARG00000116735
Q6IQU7	Ensembl	ENSDARG00000091678
Q7ZTY6	Ensembl	ENSDARG00000037652
Q1LXC9	Ensembl	ENSDARG00000016811
Q8JGR7	Ensembl	ENSDARG00000019300
E7FCN8	Ensembl	ENSDARG00000077639
Q4JL91	Ensembl	ENSDARG00000003446
Q1LXZ7	Ensembl	ENSDARG00000015476
Q4VBI2	Ensembl	ENSDARG00000039601
Q5RHB5	Ensembl	ENSDARG00000045574
B6ZK76	Ensembl	ENSDARG00000115285
Q4QRC6	Ensembl	ENSDARG00000051956
P53405	Ensembl	ENSDARG00000004023
P53406	Ensembl	ENSDARG00000003971
P53407	Ensembl	ENSDARG00000053499
Q08C33	Ensembl	ENSDARG00000060069
A0JME6	Ensembl	ENSDARG00000013371
A0JPF9	Ensembl	ENSDARG00000005034
A5WVX0	Ensembl	ENSDARG00000057529
Q7ZU91	Ensembl	ENSDARG00000013056
E7FDV5	Ensembl	ENSDARG00000076056
A0A0R4IGV4	Ensembl	ENSDARG00000058996
Q1LVC2	Ensembl	ENSDARG00000062268
Q6DGM8	Ensembl	ENSDARG00000020133
Q5XJX0	Ensembl	ENSDARG00000041071
Q5XJX0	Ensembl	ENSDARG00000109427
Q1L864	Ensembl	ENSDARG00000014995
Q08BY5	Ensembl	ENSDARG00000058995
Q6PFM0	Ensembl	ENSDARG00000102896
Q1LWM5	Ensembl	ENSDARG00000061804
Q7ZTS4	Ensembl	ENSDARG00000018404
Q7ZTS4	Ensembl	ENSDARG00000109528
Q6NWF6	Ensembl	ENSDARG00000058358
Q1L8L9	Ensembl	ENSDARG00000005926
X1WE18	Ensembl	ENSDARG00000018393
Q499B3	Ensembl	ENSDARG00000029556
A0A0R4IXF6	Ensembl	ENSDARG00000104734
Q1LUC3	Ensembl	ENSDARG00000062634
A9C3W3	Ensembl	ENSDARG00000076923
Q6DGQ1	Ensembl	ENSDARG00000099527
Q3ZB90	Ensembl	ENSDARG00000001882
Q5XJ34	Ensembl	ENSDARG00000045893
Q7T2E3	Ensembl	ENSDARG00000008370
Q6P3K7	Ensembl	ENSDARG00000006125
Q5PRD4	Ensembl	ENSDARG00000104342
Q6DEH3	Ensembl	ENSDARG00000043010
Q7T321	Ensembl	ENSDARG00000067656
Q6DG99	Ensembl	ENSDARG00000023703
Q5RHD1	Ensembl	ENSDARG00000018111
Q1ECZ2	Ensembl	ENSDARG00000016132
A0A2R8Q1W5	Ensembl	ENSDARG00000074634
Q5RI43	Ensembl	ENSDARG00000056938
Q08BJ2	Ensembl	ENSDARG00000069469
Q1L8F9	Ensembl	ENSDARG00000045790
F1QN54	Ensembl	ENSDARG00000101120
Q6AZW1	Ensembl	ENSDARG00000059400
Q8JFR5	Ensembl	ENSDARG00000043317
B3DIV9	Ensembl	ENSDARG00000039052
E9QJ30	Ensembl	ENSDARG00000019125
E9QIN8	Ensembl	ENSDARG00000068888
F1QEG2	Ensembl	ENSDARG00000006757
Q90XE6	Ensembl	ENSDARG00000017400
Q6NYM1	Ensembl	ENSDARG00000039255
Q5RGB8	Ensembl	ENSDARG00000053876
Q6Q7X9	Ensembl	ENSDARG00000039066
Q1LYM6	Ensembl	ENSDARG00000031383
Q1LYM6	Ensembl	ENSDARG00000116001
Q5U3H2	Ensembl	ENSDARG00000041081
Q7SY24	Ensembl	ENSDARG00000022254
Q90XF2	Ensembl	ENSDARG00000021225
Q501V0	Ensembl	ENSDARG00000056713
Q501V0	Ensembl	ENSDARG00000115957
Q3B752	Ensembl	ENSDARG00000052103.6
Q0P457	Ensembl	ENSDARG00000054301
Q5RII9	Ensembl	ENSDARG00000021827
Q7ZUV2	Ensembl	ENSDARG00000005456
Q6DBR9	Ensembl	ENSDARG00000051934
Q7SZE3	Ensembl	ENSDARG00000023920
Q1LVF0	Ensembl	ENSDARG00000036279
Q90ZL2	Ensembl	ENSDARG00000013741
Q66PG1	Ensembl	ENSDARG00000017058
E7FDX5	Ensembl	ENSDARG00000018611
Q804R0	Ensembl	ENSDARG00000025131
Q5TYS0	Ensembl	ENSDARG00000042902
Q6NYV8	Ensembl	ENSDARG00000103320
O73715	Ensembl	ENSDARG00000010137
Q9PVK5	Ensembl	ENSDARG00000101251
Q9PVK4	Ensembl	ENSDARG00000019644
Q6DGK2	Ensembl	ENSDARG00000071076
F1QXM5	Ensembl	ENSDARG00000038845
A5PF61	Ensembl	ENSDARG00000090722
Q1ECW6	Ensembl	ENSDARG00000059060
A4QNR8	Ensembl	ENSDARG00000076805
Q6NYV9	Ensembl	ENSDARG00000055357
Q1LY46	Ensembl	ENSDARG00000056978
Q8JHF2	Ensembl	ENSDARG00000037879
E7FE13	Ensembl	ENSDARG00000060542
Q6P0C6	Ensembl	ENSDARG00000009653
Q6DHB5	Ensembl	ENSDARG00000021595
Q5PRC1	Ensembl	ENSDARG00000004363
A5PLK2	Ensembl	ENSDARG00000060196
Q90476	Ensembl	ENSDARG00000014018
P52889	Ensembl	ENSDARG00000057936
Q1LWV4	Ensembl	ENSDARG00000056979
Q66HV9	Ensembl	ENSDARG00000035899
E7FAM5	Ensembl	ENSDARG00000075593
A0AUQ6	Ensembl	ENSDARG00000070833
Q5RHQ8	Ensembl	ENSDARG00000028475
Q6DBU8	Ensembl	ENSDARG00000007108
Q7T394	Ensembl	ENSDARG00000032013
Q6GMG8	Ensembl	ENSDARG00000103483
Q3B748	Ensembl	ENSDARG00000055360
Q803C7	Ensembl	ENSDARG00000004745
Q503U0	Ensembl	ENSDARG00000008720
E7F7X0	Ensembl	ENSDARG00000062662
E7F7X0	Ensembl	ENSDARG00000115769
Q803L0	Ensembl	ENSDARG00000016999
F1QQC3	Ensembl	ENSDARG00000044010
A1L1V4	Ensembl	ENSDARG00000044074
F1RD85	Ensembl	ENSDARG00000076306
B8A4W9	Ensembl	ENSDARG00000039563
Q1L8H0	Ensembl	ENSDARG00000060788
Q6AXL3	Ensembl	ENSDARG00000112102
F1R6I3	Ensembl	ENSDARG00000071465
F1R6I3	Ensembl	ENSDARG00000116738
A3KNN3	Ensembl	ENSDARG00000063215
Q6P5J6	Ensembl	ENSDARG00000030591
Q6DHL5	Ensembl	ENSDARG00000043938
A8WHP9	Ensembl	ENSDARG00000078415
B0R160	Ensembl	ENSDARG00000035147
Q6PBA2	Ensembl	ENSDARG00000109510
Q6NSN1	Ensembl	ENSDARG00000028848
Q6NSN1	Ensembl	ENSDARG00000115800
A2BIG9	Ensembl	ENSDARG00000099122
Q803V5	Ensembl	ENSDARG00000003167
F1QVU0	Ensembl	ENSDARG00000042861
Q0P3X8	Ensembl	ENSDARG00000045542
A5D8S1	Ensembl	ENSDARG00000068247
Q503U1	Ensembl	ENSDARG00000099560
A3KNJ8	Ensembl	ENSDARG00000045827
Q66IA6	Ensembl	ENSDARG00000004307
Q5RIM0	Ensembl	ENSDARG00000033138
B8JLQ0	Ensembl	ENSDARG00000078352
B3DFV0	Ensembl	ENSDARG00000075528
Q5TZA3	Ensembl	ENSDARG00000042341
Q6DEF4	Ensembl	ENSDARG00000091771
Q6P606	Ensembl	ENSDARG00000068702
Q6DHH7	Ensembl	ENSDARG00000055899
Q1LXK4	Ensembl	ENSDARG00000061177
Q1LXK5	Ensembl	ENSDARG00000056065
Q6DGV7	Ensembl	ENSDARG00000056367
Q6DGV7	Ensembl	ENSDARG00000112107
P47805	Ensembl	ENSDARG00000041051
Q1LUV9	Ensembl	ENSDARG00000019302
B0UXU6	Ensembl	ENSDARG00000102080
B0UXU6	Ensembl	ENSDARG00000117121
B0UXU6	Ensembl	ENSDARG00000115033
Q5EAQ1	Ensembl	ENSDARG00000102578
B3DHS1	Ensembl	ENSDARG00000093498
Q2TLY2	Ensembl	ENSDARG00000005625
Q2TLY1	Ensembl	ENSDARG00000012741
Q7SXR3	Ensembl	ENSDARG00000053691
Q6PGU2	Ensembl	ENSDARG00000013122
A3KMR8	Ensembl	ENSDARG00000044155
Q98UK5	Ensembl	ENSDARG00000017121
Q7ZV50	Ensembl	ENSDARG00000058062
Q5BLB7	Ensembl	ENSDARG00000011724
Q1L8D2	Ensembl	ENSDARG00000056450
Q1LVZ2	Ensembl	ENSDARG00000061738
Q6NYK8	Ensembl	ENSDARG00000028559
Q6NYB4	Ensembl	ENSDARG00000102047
Q8UUZ1	Ensembl	ENSDARG00000015266
A8E4S7	Ensembl	ENSDARG00000112160
Q63ZW2	Ensembl	ENSDARG00000003206
B0V1P1	Ensembl	ENSDARG00000015515
F1RA39	Ensembl	ENSDARG00000020395
F1QH17	Ensembl	ENSDARG00000097017
F1QWK4	Ensembl	ENSDARG00000094732
A0JME2	Ensembl	ENSDARG00000069619
Q6NY98	Ensembl	ENSDARG00000032261
Q1MTD3	Ensembl	ENSDARG00000070553
Q9PSI9	Ensembl	ENSDARG00000006003
Q1LWL8	Ensembl	ENSDARG00000034956
Q1LWL8	Ensembl	ENSDARG00000110185
Q5RHY1	Ensembl	ENSDARG00000045815
Q803A6	Ensembl	ENSDARG00000055314
Q0P4B9	Ensembl	ENSDARG00000078383
Q08C81	Ensembl	ENSDARG00000037392
Q08C81	Ensembl	ENSDARG00000114246
Q6DRL8	Ensembl	ENSDARG00000009472
Q568H3	Ensembl	ENSDARG00000042456
Q5RHU7	Ensembl	ENSDARG00000045675
Q1LWV7	Ensembl	ENSDARG00000062951
Q1LWV7	Ensembl	ENSDARG00000068763
Q6GQN8	Ensembl	ENSDARG00000032326
Q0VIA1	Ensembl	ENSDARG00000070623
Q7T3H7	Ensembl	ENSDARG00000041237
Q6DBX1	Ensembl	ENSDARG00000046006
Q7ZTI5	Ensembl	ENSDARG00000026839
A5WUL3	Ensembl	ENSDARG00000014148
Q5RIW8	Ensembl	ENSDARG00000029157
Q2PW47	Ensembl	ENSDARG00000099431
Q6PFL0	Ensembl	ENSDARG00000009681
Q8JHI6	Ensembl	ENSDARG00000026448
Q8JHI6	Ensembl	ENSDARG00000109733
Q6DH26	Ensembl	ENSDARG00000008020
Q6IQ63	Ensembl	ENSDARG00000034734
E9QJQ6	Ensembl	ENSDARG00000017229
Q5PNP6	Ensembl	ENSDARG00000043912
Q5RGE4	Ensembl	ENSDARG00000045705
Q5RGE4	Ensembl	ENSDARG00000115242
Q5RGE4	Ensembl	ENSDARG00000114008
F1QGZ6	Ensembl	ENSDARG00000030759
F1Q4R9	Ensembl	ENSDARG00000115382
F1Q4R9	Ensembl	ENSDARG00000007891
A1L243	Ensembl	ENSDARG00000063030
Q6NZ22	Ensembl	ENSDARG00000070278
Q6NZ22	Ensembl	ENSDARG00000112383
A8KBL7	Ensembl	ENSDARG00000113100
F1QVR8	Ensembl	ENSDARG00000068893
Q1LUQ4	Ensembl	ENSDARG00000032318
B0UYT5	Ensembl	ENSDARG00000054583
Q7SZQ4	Ensembl	ENSDARG00000053753
Q5YB40	Ensembl	ENSDARG00000042925
Q7T3E8	Ensembl	ENSDARG00000003940
Q7T3E8	Ensembl	ENSDARG00000111141
Q287T7	Ensembl	ENSDARG00000073743
Q6DBX0	Ensembl	ENSDARG00000014761
Q6DG19	Ensembl	ENSDARG00000015997
Q0VA82	Ensembl	ENSDARG00000103235
Q0VA82	Ensembl	ENSDARG00000115968
Q566Y8	Ensembl	ENSDARG00000038635
Q566Y8	Ensembl	ENSDARG00000109837
Q6GMK0	Ensembl	ENSDARG00000004115
Q5U3T0	Ensembl	ENSDARG00000037852
Q804S5	Ensembl	ENSDARG00000102184
Q1LUK1	Ensembl	ENSDARG00000071378
E7F9T0	Ensembl	ENSDARG00000011809
A4IG32	Ensembl	ENSDARG00000063358
Q6NYU6	Ensembl	ENSDARG00000018524
Q503Q1	Ensembl	ENSDARG00000052343
A3KQS4	Ensembl	ENSDARG00000004866
A0AUR5	Ensembl	ENSDARG00000028715
